title,id,date,bucket,confidence,num_assets,file
Notion document structure,68fa3c84-2a2c-8322-823d-2a4c12495771,2025-10-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Notion_document_structure__68fa3c84.md
Startup checklist overview,68fa8367-9de4-8321-99b9-db87e5e385ed,2025-10-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Startup_checklist_overview__68fa8367.md
Upwork job posting guide,68fa9ed8-41ec-8323-9b83-c5b661106836,2025-10-23,Nivy Jobs,5,0,Nivy_Jobs/Upwork_job_posting_guide__68fa9ed8.md
Kaam ki chinta aur neend,68faa335-b8c4-8320-b606-58a57caceec8,2025-10-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Kaam_ki_chinta_aur_neend__68faa335.md
Property section in Notion,68fb0f57-d6d4-8322-8dc0-c7d9a8186ed9,2025-10-24,Shared - Company-Wide Systems,4,0,Shared_-_Company-Wide_Systems/Property_section_in_Notion__68fb0f57.md
Upwork job posting structure,68fb3c03-f078-8320-80d3-cffb9d28bf2d,2025-10-24,Nivy Jobs,5,0,Nivy_Jobs/Upwork_job_posting_structure__68fb3c03.md
Brand color suggestions,68fb3f54-3df4-8323-8e3f-c3e4e9a85a4e,2025-10-24,Miscellaneous & Uncategorized,0,3,Miscellaneous_Uncategorized/Brand_color_suggestions__68fb3f54.md
Geeta ke anusar dukh samadhan,68fb497e-e36c-8321-bb6f-917eeaf9c103,2025-10-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Geeta_ke_anusar_dukh_samadhan__68fb497e.md
Pyar aur zindagi ke raaste,68fbb483-25f4-8323-8f70-6feea9b9bd18,2025-10-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Pyar_aur_zindagi_ke_raaste__68fbb483.md
Nimbu sonth haldi pani benefits,68fdb09e-0c34-8324-b466-dce595fb247f,2025-10-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Nimbu_sonth_haldi_pani_benefits__68fdb09e.md
Mann ka svaroop Geeta me,68fdce58-f2e0-8323-84a5-e9f5893424c6,2025-10-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Mann_ka_svaroop_Geeta_me__68fdce58.md
Document chori ka proof,68fe9b1d-8414-8324-a6c6-f42761ed30c6,2025-10-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Document_chori_ka_proof__68fe9b1d.md
राम नाम जप माला,68ffa791-9424-8323-905d-b3e3e62e3e35,2025-10-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/रम_नम_जप_मल__68ffa791.md
Mala types table,68ffcf25-eb78-8321-a266-5b99db0fb5ec,2025-10-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Mala_types_table__68ffcf25.md
Numerology analysis 1989,68ffd6dd-c4cc-8321-992b-5e94f6b90526,2025-10-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Numerology_analysis_1989__68ffd6dd.md
Emotional needs and attraction,68ffe5f8-112c-8320-a39b-435cd8c54c35,2025-10-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Emotional_needs_and_attraction__68ffe5f8.md
Payment model suggestions,690002c2-6a70-8323-92ff-c4bd6342aad8,2025-10-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Payment_model_suggestions__690002c2.md
राम नाम जप माला,69009b72-dd54-8324-8a70-2e35bbffd39f,2025-10-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/रम_नम_जप_मल__69009b72.md
Hiring international sales agencies,6900be14-cd8c-8321-9ef3-5be62221bf34,2025-10-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Hiring_international_sales_agencies__6900be14.md
Reading hidden emotions,690117dd-09d0-8320-8731-0e287df79e7d,2025-10-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Reading_hidden_emotions__690117dd.md
Numerology analysis 21-8-2004,6901964f-0fdc-8323-b323-649729680ee2,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Numerology_analysis_21-8-2004__6901964f.md
Triphala ke fayde,6901aaaf-3560-8321-8c30-3823dee4f504,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Triphala_ke_fayde__6901aaaf.md
Business plan points,6901ada3-d5d8-8322-82f0-c3f174eae10c,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_plan_points__6901ada3.md
Implement business plan steps,6901e321-5878-8322-805d-47efc00bef30,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Implement_business_plan_steps__6901e321.md
Company organization summary,6902087e-5a30-8320-a2d7-2da55e933fc6,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_organization_summary__6902087e.md
Storing data in ChatGPT,69022571-1748-8324-97c6-43fc0f041f9e,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Storing_data_in_ChatGPT__69022571.md
Import data to Notion,69027df5-dbd4-8322-91a6-94e58ad8871f,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Import_data_to_Notion__69027df5.md
Ayurvedic treatment for bloating,690283d5-17fc-8322-896d-81ab66eeb698,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ayurvedic_treatment_for_bloating__690283d5.md
Steering turn for 90°,690288e3-d0d0-8321-a9f5-784dba3fff4a,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Steering_turn_for_90__690288e3.md
One-time vs daily tasks,69028acc-61b4-8324-9ba9-7ac17227bb2d,2025-10-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/One-time_vs_daily_tasks__69028acc.md
Organization tasks and processes,69031a7f-9e38-8324-aff9-af90280b334e,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Organization_tasks_and_processes__69031a7f.md
Workflow document storage,69036cd1-36cc-8320-94d0-164b95737305,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Workflow_document_storage__69036cd1.md
Build while you fly,69038c3d-4db4-8323-abb7-cce8da67b408,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Build_while_you_fly__69038c3d.md
Lakshmi jap mala choice,6903aa16-b5f8-8324-8411-db745ca1ca09,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Lakshmi_jap_mala_choice__6903aa16.md
Freelancer network strategy,6903c2b3-5814-8324-9ffa-29b0e79fa6a0,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_network_strategy__6903c2b3.md
Job entertainment ecosystem setup,6903e3ca-2a7c-8320-95ec-f0fbeb88f470,2025-10-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Job_entertainment_ecosystem_setup__6903e3ca.md
Rog mukti ke liye mala,69043b77-7ec0-8323-921d-9b56b0e9c7fc,2025-10-31,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Rog_mukti_ke_liye_mala__69043b77.md
Financial plan steps,6904f42d-3da4-8321-a70c-9df1484b0e0c,2025-10-31,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Financial_plan_steps__6904f42d.md
Pyaar aur dard ke solution,69050020-06dc-8320-b488-58c42be0f952,2025-10-31,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Pyaar_aur_dard_ke_solution__69050020.md
25 saal anxiety depression,6905344b-dbc4-8323-a27c-bdfc18ecbca4,2025-10-31,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/25_saal_anxiety_depression__6905344b.md
Aggressive sales plan,690579d0-27f8-8320-86b5-387827017888,2025-11-01,Nivy Next (Digital Marketing & AI),3,0,Nivy_Next_Digital_Marketing_AI/Aggressive_sales_plan__690579d0.md
Man ki shanti mala japa,6905f18f-1c84-8322-977c-1aee005cdfcd,2025-11-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Man_ki_shanti_mala_japa__6905f18f.md
Pyar gussa aur nafrat,6905f684-3ea0-8322-b6bb-954e0b25fe39,2025-11-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Pyar_gussa_aur_nafrat__6905f684.md
Brand name suggestions,69061c90-c574-8320-b42b-67d4630f06eb,2025-11-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Brand_name_suggestions__69061c90.md
Bairagi kapde kitne,69072e2f-1900-8321-9546-65b97834718c,2025-11-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Bairagi_kapde_kitne__69072e2f.md
Freelancer message draft,69077d92-908c-8321-968a-a7944902d2b8,2025-11-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_message_draft__69077d92.md
LinkedIn message draft,6907990e-2bc0-8320-9810-3e8744d616cc,2025-11-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/LinkedIn_message_draft__6907990e.md
Operational plan creation,69088a07-c148-8321-ac98-704a035cc4f4,2025-11-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Operational_plan_creation__69088a07.md
Operational plan marketing agency,69088a1e-2754-8324-8d42-c4212633fd9d,2025-11-03,Nivy Next (Digital Marketing & AI),7,0,Nivy_Next_Digital_Marketing_AI/Operational_plan_marketing_agency__69088a1e.md
Digital marketing org chart,69088c48-63d0-8321-bff4-ec67e21d64b3,2025-11-03,Nivy Next (Digital Marketing & AI),6,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_org_chart__69088c48.md
Stress aur pagalpan,6908b082-7b6c-8324-a9f1-0949cab798ed,2025-11-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Stress_aur_pagalpan__6908b082.md
Master Sales Franchise System,69095479-e9bc-8322-9967-f1ad3de182d6,2025-11-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Master_Sales_Franchise_System__69095479.md
Zolpidem long-term effects,6909b9b2-b18c-8324-a948-232cdf28a62c,2025-11-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Zolpidem_long-term_effects__6909b9b2.md
Shaking hands and legs causes,6909fafb-f584-8321-9b51-4904d598f7d3,2025-11-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Shaking_hands_and_legs_causes__6909fafb.md
What is brain fog,690a2db6-1810-8322-9a8f-ee814f57b206,2025-11-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/What_is_brain_fog__690a2db6.md
New chat,690b08d2-873c-8320-9f84-714e07dfbca4,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/New_chat__690b08d2.md
Goal alignment matrix,690b08e4-eac0-8322-96d0-516d787e5a05,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Goal_alignment_matrix__690b08e4.md
Department wise goals and KPIs,690b1474-479c-8323-b26e-5a9d3e02c75d,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Department_wise_goals_and_KPIs__690b1474.md
Company OS structure,690b523c-2e40-8323-8c2e-a172b4535390,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_OS_structure__690b523c.md
Host open-source Outline,690b8b7e-92e4-8320-a80a-3a7a3f437aac,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Host_open-source_Outline__690b8b7e.md
Organization with trained employees,690b9068-99e4-8320-b09d-d65ebc57b682,2025-11-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Organization_with_trained_employees__690b9068.md
Governance framework overview,690cba4f-4b88-8323-a154-6c5a786cc72a,2025-11-06,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Governance_framework_overview__690cba4f.md
Strategy flow diagram request,690cd1de-b508-8320-a0de-540d1aebf6ad,2025-11-06,Nivy Next (Digital Marketing & AI),3,0,Nivy_Next_Digital_Marketing_AI/Strategy_flow_diagram_request__690cd1de.md
Import flowchart to mind map,690d661c-0128-8320-b785-1b9bb4d861dc,2025-11-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Import_flowchart_to_mind_map__690d661c.md
HR & Pepople,690d8184-ced0-8330-b933-dedec8a8f2fa,2025-11-07,Shared - Company-Wide Systems,5,0,Shared_-_Company-Wide_Systems/HR_Pepople__690d8184.md
Building trust online,690dc931-2a00-8323-be31-1f151c024500,2025-11-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Building_trust_online__690dc931.md
Marketing process outline,690dcab0-d4f4-8320-ac85-3d6889fcb281,2025-11-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Marketing_process_outline__690dcab0.md
Email marketing guide,690e493e-2744-8323-9529-346a1f868d9a,2025-11-07,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_marketing_guide__690e493e.md
Image post ideas,690f3491-212c-8321-a8c4-5960c538d359,2025-11-08,Nivy Next (Digital Marketing & AI),3,0,Nivy_Next_Digital_Marketing_AI/Image_post_ideas__690f3491.md
Audio branding guide,690f9adf-f080-8321-bd10-e25fce893a7d,2025-11-08,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Audio_branding_guide__690f9adf.md
Social media performance tips,69102949-8684-8322-acee-9bb7e4fc2a0a,2025-11-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_media_performance_tips__69102949.md
Digital marketing work cycle,69107a4b-96e0-8320-9c06-de28aef07044,2025-11-09,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_work_cycle__69107a4b.md
Digital marketing company cycle,69107a64-bf18-8324-b018-1a3968bc3a7b,2025-11-09,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_company_cycle__69107a64.md
Additional company pillars,6910ce2f-7a9c-8321-9944-7c1d62b5b7f1,2025-11-09,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Additional_company_pillars__6910ce2f.md
Mala for mantra japa,69119785-b084-832a-bbc7-4e63b60d7593,2025-11-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Mala_for_mantra_japa__69119785.md
WhatsApp message creation,6911a491-de38-8324-8167-35e64cc58353,2025-11-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/WhatsApp_message_creation__6911a491.md
Kalbhairav pooja ki jankari,6911e0b5-bbd0-8324-9935-c1049cab9219,2025-11-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Kalbhairav_pooja_ki_jankari__6911e0b5.md
Freelancer collaboration offer,691201bf-ce88-8322-879b-b0c7f072a2ce,2025-11-10,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_collaboration_offer__691201bf.md
PPT template creation,691362d3-0ec0-8324-9b79-3c266e9b6971,2025-11-11,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/PPT_template_creation__691362d3.md
Marketing materials list,6914b080-af80-8323-a2ed-1c87e87ae651,2025-11-12,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Marketing_materials_list__6914b080.md
Nivy brand color system,6914e7f2-d034-8321-a5cb-1464277de888,2025-11-12,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Nivy_brand_color_system__6914e7f2.md
Searching for God's home,6918c144-2e94-8321-a941-d5ecc32c4f70,2025-11-15,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Searching_for_Gods_home__6918c144.md
Mangal kamna aur bhakti,6919b67e-5a84-8321-a2bf-e0644e88ae72,2025-11-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Mangal_kamna_aur_bhakti__6919b67e.md
LinkedIn message writing,6919d18d-6f64-8322-9724-c99c62d95a6d,2025-11-16,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/LinkedIn_message_writing__6919d18d.md
Social media posting tips,691b1875-2b54-8322-911f-d8c36a2845e6,2025-11-17,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_media_posting_tips__691b1875.md
Email marketing process,691c0e15-0384-8324-8099-5384ed3ed85c,2025-11-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_marketing_process__691c0e15.md
Organization structure overview,691c4142-4704-8320-96c2-cea94c995646,2025-11-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Organization_structure_overview__691c4142.md
Brand identity creation,691c503d-c4d0-8323-8f50-dfc945a3647d,2025-11-18,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Brand_identity_creation__691c503d.md
Social media update draft,691cbd91-58d0-8322-bfe0-c5fca23084f3,2025-11-18,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Social_media_update_draft__691cbd91.md
Freelancer contract clause suggestions,691db68a-1048-8320-867d-1d4c5636dde8,2025-11-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_contract_clause_suggestions__691db68a.md
Internal contribution expansion,691dde68-dbf4-8323-ba6e-78fcd32e2e05,2025-11-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Internal_contribution_expansion__691dde68.md
Freelancer partner program,691e0163-a73c-8323-ac83-e37a3c737c56,2025-11-19,Nivy Alliance (Partner Program),5,0,Nivy_Alliance_Partner_Program/Freelancer_partner_program__691e0163.md
Canvasses in project list,691e03bd-edcc-8320-859d-27c915298f3a,2025-11-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Canvasses_in_project_list__691e03bd.md
System to reduce overwhelm,691e1b0f-6ce0-8321-babf-24cfea016fec,2025-11-19,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/System_to_reduce_overwhelm__691e1b0f.md
Company financial plan topics,691f542c-6aa4-8320-a6a9-3857d773492c,2025-11-20,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Company_financial_plan_topics__691f542c.md
Freelancer management strategy,6920507f-57e0-8322-925e-3244887d74d1,2025-11-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_management_strategy__6920507f.md
Routine for health goals,69206cab-c3c4-8321-9c1d-b26229981d13,2025-11-21,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Routine_for_health_goals__69206cab.md
Org chart and protocols,6920b517-9c34-832c-b503-27b04e60d00a,2025-11-21,Nivy Global (Master Brand & HQ),5,0,Nivy_Global_Master_Brand_HQ/Org_chart_and_protocols__6920b517.md
Open source tools budget,6921edea-8844-8321-af1f-8e3c44bd6062,2025-11-22,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Open_source_tools_budget__6921edea.md
Digital marketing pricing plans,69220193-6784-8323-bc4f-bb081da21571,2025-11-22,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Digital_marketing_pricing_plans__69220193.md
Top platforms for international presence,692262fa-f8e0-8320-b552-d145ed664f75,2025-11-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Top_platforms_for_international_presence__692262fa.md
Ideal guy qualities list,6923443c-a0f8-8322-9ced-c6bce5652534,2025-11-23,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ideal_guy_qualities_list__6923443c.md
B2B data platforms list,69242225-3708-8320-8e93-c2d03e519136,2025-11-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/B2B_data_platforms_list__69242225.md
Senior Email Marketing Partner,69243a51-b29c-8324-8009-736c61bd0ef4,2025-11-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Senior_Email_Marketing_Partner__69243a51.md
Organizing company documents,69249af6-7c58-8320-8a5c-edf5fb97b420,2025-11-24,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Organizing_company_documents__69249af6.md
Freelancer partner program,6926b966-c82c-8321-b41e-e791b0f8f920,2025-11-26,Nivy Alliance (Partner Program),5,0,Nivy_Alliance_Partner_Program/Freelancer_partner_program__6926b966.md
Pehli income par arpan,6926f4c4-a250-8323-819a-a862c014b586,2025-11-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Pehli_income_par_arpan__6926f4c4.md
Tantrik sadhna ki kathinai,692704b8-628c-8320-95d0-01811bb940be,2025-11-26,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Tantrik_sadhna_ki_kathinai__692704b8.md
Freelancer Partner Proposal 27/11/25,6927311b-20b0-8323-ba84-dbc102996c98,2025-11-26,Nivy Next (Digital Marketing & AI),4,0,Nivy_Next_Digital_Marketing_AI/Freelancer_Partner_Proposal_271125__6927311b.md
Document metadata suggestions,6927f839-3f98-8322-ac33-f1f17fb46dbd,2025-11-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Document_metadata_suggestions__6927f839.md
Nivy advisory ppt theme,69285dc3-4b1c-8324-a5b2-ffb4121fbe57,2025-11-27,Nivy Advisory (Tax & Accounting),5,0,Nivy_Advisory_Tax_Accounting/Nivy_advisory_ppt_theme__69285dc3.md
Landing page copy creation,692896d7-a824-8320-8057-7136cbe7b337,2025-11-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Landing_page_copy_creation__692896d7.md
Brand theme consistency suggestion,6928adc7-e9c0-8321-b637-136a42b01894,2025-11-27,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Brand_theme_consistency_suggestion__6928adc7.md
WhatsApp package 100k messages,6929fae9-5090-8323-a342-8524fb1778c0,2025-11-28,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/WhatsApp_package_100k_messages__6929fae9.md
Attractive WhatsApp message,692aa62a-bc8c-8323-b0ed-29da98a15398,2025-11-29,Nivy Advisory (Tax & Accounting),3,0,Nivy_Advisory_Tax_Accounting/Attractive_WhatsApp_message__692aa62a.md
Paisa kamane ki zarurat,692ae381-fbac-8320-a74e-f009a42253fa,2025-11-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Paisa_kamane_ki_zarurat__692ae381.md
Delegating Nivy operations,692b434b-8984-8327-bd17-1d43f3321daa,2025-11-29,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Delegating_Nivy_operations__692b434b.md
Paisa se pyaar nahi,692c4d07-38c0-8324-9f83-923c96ffd071,2025-11-30,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Paisa_se_pyaar_nahi__692c4d07.md
Ayurvedic upchaar pet jalan,692d187d-8db4-8320-a4d5-b70058cae5d6,2025-12-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ayurvedic_upchaar_pet_jalan__692d187d.md
PPT dark theme colors,692dadbe-51f4-8320-8684-fcf870c4511d,2025-12-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/PPT_dark_theme_colors__692dadbe.md
Nivy Next branding slides,692db1bd-ae64-8321-a21d-5271d8442a77,2025-12-01,Nivy Next (Digital Marketing & AI),5,0,Nivy_Next_Digital_Marketing_AI/Nivy_Next_branding_slides__692db1bd.md
Sop for hiring freelancers,692dd6bf-1ab8-832c-8104-27f3720262d0,2025-12-01,Shared - Company-Wide Systems,5,0,Shared_-_Company-Wide_Systems/Sop_for_hiring_freelancers__692dd6bf.md
Autonomous company setup,692dea8e-ba54-8322-94ee-f3c8c528051f,2025-12-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Autonomous_company_setup__692dea8e.md
Store research effectively,692df5c8-6e74-8320-8c80-a9218f5530e9,2025-12-01,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Store_research_effectively__692df5c8.md
Freelancer NDA creation,692ecf2f-cd44-832a-842e-d3a57677294c,2025-12-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_NDA_creation__692ecf2f.md
Email for freelancer agreement,692edc48-770c-8324-b66d-681ca12ac4c1,2025-12-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_for_freelancer_agreement__692edc48.md
Email apps with aliases,692f1afb-ab64-8322-82d9-55d1ffa7c625,2025-12-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Email_apps_with_aliases__692f1afb.md
Student freshers partner program,692f2348-e78c-8322-91e0-179aed015db8,2025-12-02,Nivy Academy,5,0,Nivy_Academy/Student_freshers_partner_program__692f2348.md
Freelance entertainment company,692f5eee-1588-8323-a73c-bcb953591e63,2025-12-02,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelance_entertainment_company__692f5eee.md
Business hierarchy control,692ffa92-fe18-8323-8777-3963ce638fde,2025-12-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Business_hierarchy_control__692ffa92.md
Autonomous system blueprint,69302663-f060-8322-9772-749d68b1373e,2025-12-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Autonomous_system_blueprint__69302663.md
Sex aur pyar ka sukh,6930a409-5910-8324-81ff-0d97321c47c0,2025-12-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Sex_aur_pyar_ka_sukh__6930a409.md
Marriage decision dilemma,6930b23f-5e00-8320-8c2e-6f07b667bf2e,2025-12-03,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Marriage_decision_dilemma__6930b23f.md
Freelancer agreement revisions,69311df2-f498-8323-a4d1-4e40e22252cd,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_agreement_revisions__69311df2.md
Freelancer country head model,693128c6-9e90-8320-b028-319613299227,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Freelancer_country_head_model__693128c6.md
Ayurvedic solution for moles,69313837-0cc0-832d-882b-bc308c46000d,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Ayurvedic_solution_for_moles__69313837.md
AI tools for email marketing,693169af-f0bc-8321-9005-7809624385be,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/AI_tools_for_email_marketing__693169af.md
GAOS system architecture,69318105-46a4-8331-b61b-00f2bcf7d9e2,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/GAOS_system_architecture__69318105.md
GAOS build process steps,6931c451-e554-8332-94b3-c0e5d69eb938,2025-12-04,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/GAOS_build_process_steps__6931c451.md
Health mantra jap mala,693283ea-4504-8321-94ce-848be348c876,2025-12-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Health_mantra_jap_mala__693283ea.md
Hiring funnel Message formats reuse table,693311a7-d670-8329-90fa-c5b4b6dc27be,2025-12-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Hiring_funnel_Message_formats_reuse_table__693311a7.md
Entertainment content types,69333c32-3b00-8321-a2e8-495a73364e47,2025-12-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Entertainment_content_types__69333c32.md
Social media content guide,69333e72-76a0-8323-9ed3-d187498d7d35,2025-12-05,Miscellaneous & Uncategorized,0,0,Miscellaneous_Uncategorized/Social_media_content_guide__69333e72.md
